File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
AC-Oracle/200923-1254-88.lg, Correct,0,0,0,0,0,0.0,12,132,0,0,0,12,0,0,8,8,0,8,8,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-94.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-99.lg, Incorrect,5,1,4,0,4,0.17387900711859464,10,90,0,2,2,9,0,0,7,7,0,4,4,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-131-0.lg, Incorrect,21,3,18,2,16,0.1816856084165186,21,420,0,9,8,18,2,1,13,13,0,7,7,6,0,0,0,0,0,1,1,0
AC-Oracle/200923-131-100.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-101.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-102.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,3,3,0,3,3,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-106.lg, Incorrect,10,2,8,0,8,0.2962962962962963,9,72,0,4,4,7,0,0,7,7,0,2,2,5,0,0,0,0,0,1,1,0
AC-Oracle/200923-131-107.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-108.lg, Correct,0,0,0,0,0,0.0,7,42,0,0,0,7,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-109.lg, Correct,0,0,0,0,0,0.0,2,2,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-10.lg, Incorrect,16,2,14,2,12,0.11534597392963912,27,702,0,7,6,25,2,1,19,19,0,13,13,6,0,0,0,0,0,1,1,0
AC-Oracle/200923-131-110.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-111.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-113.lg, Incorrect,10,2,8,2,6,0.4323149027758711,6,30,0,4,3,4,2,1,3,3,0,1,1,2,0,0,0,0,0,1,1,0
AC-Oracle/200923-131-114.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-131-116.lg, Incorrect,5,1,4,0,4,0.46823351279308384,4,12,0,2,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,1,1,0
